BUR,SJC,60,249,4134
BUR,SLC,114,374,1653
BUR,SMF,68,322,4127
BWI,MIA,156,542,2164
BWI,DTW,89,369,4781
BWI,MSP,148,561,2055
BWI,ORD,120,595,4770
BWI,CLT,87,256,6652
BWI,FLL,148,454,7808
BWI,MCO,130,491,6093
BWI,DFW,187,507,3468
BWI,HOU,184,582,2062
BWI,SLC,259,1157,1972
BWI,ATL,109,295,11504
BWI,STL,120,309,2357
BWI,DEN,214,579,3744
BWI,ABQ,231,853,1002
BWI,MEM,129,498,763
BWI,RSW,148,680,2398
BWI,CHS,91,252,2000
BWI,JAX,113,544,2178
BWI,PIT,59,150,1872
BWI,PWM,86,331,1948
BWI,ROC,68,315,1409
BWI,DAY,81,390,1354
BWI,MHT,82,349,4323
BWI,MKE,112,499,1700
BWI,MDW,110,385,3791
BWI,SJU,244,823,1235
BWI,BUF,66,168,3531
BWI,ORF,53,157,2244
BWI,SDF,94,384,2215
BWI,OKC,175,842,650
BWI,MSY,153,716,1618
BWI,CVG,97,439,7
BWI,PDX,314,1281,124
BZN,DEN,98,485,1702
BZN,ATL,231,857,192
CAE,IAD,87,400,371
CAE,IAH,148,505,560
CAE,ATL,60,150,5347
CAE,ORD,125,446,1151
CAE,DFW,157,640,1857
CAE,LGA,129,504,788
CAK,MCO,134,636,1083
CAK,ATL,98,421,4046
CAK,BOS,102,319,585
CAK,ORD,83,284,2397
CAK,DCA,65,280,530
CAK,EWR,93,302,223
CAK,LAS,252,1098,94
CDV,ANC,47,121,654
CHA,ATL,47,143,5401
CHA,DTW,105,495,899
CHO,ORD,113,297,1655
CHO,ATL,92,286,1839
CHS,EWR,121,461,2404
CHS,IAH,154,495,1135
CHS,MIA,100,364,497
CHS,ATL,69,212,6357
CHS,MDW,121,410,1070
CHS,HOU,142,371,673
CHS,DFW,169,642,474
CHS,OKC,155,636,1
CID,ATL,122,463,1739
CID,ORD,65,249,5254
CID,MSP,70,326,1386
CID,DFW,121,467,1954
CID,LAX,280,940,1
CIU,DTW,76,277,1192
CLD,LAX,46,167,1254
CLE,IAH,172,640,2293
CLE,FLL,166,511,1647
CLE,IAD,78,328,672
CLE,EWR,92,292,3048
CLE,ORD,80,216,7780
CLE,MCO,142,665,2750
CLE,DFW,162,679,3055
CLE,CLT,94,262,2296
CLE,PHX,245,890,1446
CLE,ATL,102,336,5661
CLE,RSW,158,498,1232
CLE,SFO,289,1362,885
CLE,LGA,101,344,4914
CLE,MSP,113,561,1419
CLE,TPA,146,482,1067
CLE,LAX,280,730,1598
CLE,DTW,51,231,1288
CLE,LAS,249,718,2744
CLE,RDU,87,242,762
CLE,MDW,69,297,3540
CLE,JFK,103,484,562
CLE,BWI,71,205,2332
CLE,MKE,77,240,1498
CLE,BNA,83,272,1573
CLE,SJU,256,1051,86
CLE,BDL,95,385,258
CLE,STL,95,307,953
CLE,MYR,99,349,336
CLE,SEA,276,860,301
CLE,CHS,112,362,22
CLL,DFW,56,178,3034
CLT,ORD,120,529,9184
CLT,DFW,156,467,7912
CLT,MDW,105,502,1233
CLT,SEA,314,1527,1660
CLT,SJU,222,1063,1415
CLT,HOU,144,701,748
CLT,STT,225,680,674
CLT,ILM,60,225,323
CLT,AUS,164,468,840
CLT,IAD,81,226,25
CLT,CHS,59,208,389
CLT,STX,233,1103,58
CLT,MDT,91,254,246
CLT,CMH,79,315,40
CLT,GSO,50,225,285
CLT,MYR,59,285,12
CLT,DAB,86,234,10
CLT,SMF,299,1318,385
CLT,SDF,82,225,16
CLT,ABQ,205,570,190
CMH,MIA,162,614,1168
CMH,ATL,90,450,6503
CMH,LGA,106,429,2624
CMH,FLL,153,441,620
CMH,TPA,128,365,1345
CMH,DFW,151,495,2939
CMH,RSW,143,537,963
CMH,LAS,241,866,1238
CMH,PHX,233,623,2095
CMH,ORD,79,293,6446
CMH,JFK,110,348,1063
CMH,STL,77,281,1178
CMH,DEN,175,841,1568
CMH,MDW,66,182,3566
CMH,BWI,73,294,2779
CMH,MSP,114,362,931
CMH,DCA,71,341,579
CMH,OAK,279,952,228
CMI,DFW,128,535,641
CMI,ORD,56,145,3354
COD,DEN,89,368,605
COD,ORD,168,604,17
COS,IAH,140,677,1775
COS,DEN,44,160,4055
COS,ATL,177,447,609
COS,DFW,111,499,2105
COS,LAX,149,670,1277
COS,ORD,158,569,1817
COS,SEA,170,599,655
COS,SFO,165,484,10
COS,SLC,98,279,1185
COU,ORD,78,314,1236
COU,DFW,100,484,1261
CPR,DEN,64,181,1864
CPR,SLC,74,369,1627
CRP,IAH,62,170,4165
CRP,DFW,82,334,2793
CRW,ORD,92,380,1099
CRW,ATL,81,356,2577
CSG,ATL,43,189,2119
CVG,MIA,157,567,1198
CVG,ATL,85,352,4727
CVG,TPA,122,484,627
CVG,FLL,147,572,982
CVG,RSW,138,391,839
CVG,SLC,208,662,1043
CVG,ORD,77,208,7730
CVG,SEA,265,722,260
CVG,IAH,150,376,2124
CVG,LAX,260,946,1061
CVG,DTW,68,269,830
CVG,DFW,144,611,4058
CVG,JFK,127,375,608
CVG,MCO,126,600,1770
CVG,MKE,79,292,696
CVG,PHX,222,790,193
CVG,SFO,274,882,458
CVG,LAS,233,967,1283
CVG,STL,75,252,97
CVG,LGA,122,426,195
CVG,MSN,84,417,72
CVG,CLT,88,357,165
CVG,MEM,88,241,212
CVG,XNA,106,479,370
CVG,RDU,85,330,18
CVG,BDL,124,530,26
CVG,MCI,101,294,146
CVG,PIT,73,184,12
CVG,RIC,84,321,2
CVG,DCA,92,304,60
CWA,ORD,68,221,2671
DAB,ATL,79,382,2965
DAL,IAH,67,178,924
DAL,MDW,128,480,3876
DAL,BWI,178,466,2140
DAL,LGA,210,618,4935
DAL,FLL,166,647,1712
DAL,STL,94,412,4163
DAL,DEN,112,303,2939
DAL,HOU,60,206,12116
DAL,TPA,141,659,1336
DAL,OKC,51,231,1841
DAL,MSY,80,371,4751
DAL,SNA,178,614,1060
DAL,MAF,67,303,2959
DAL,LBB,63,240,3052
DAL,ECP,109,401,303
DAL,MKE,135,638,471
DAL,SEA,236,1136,684
DAL,PDX,225,898,471
DAL,CMH,140,695,473
DAL,IND,121,320,472
DAL,CHS,146,624,262
DAL,BOS,225,889,226
DAL,PHL,192,643,226
DAL,CLT,146,520,226
DAL,PIT,156,391,227
DAY,DFW,144,380,1815
DAY,ORD,72,250,5051
DAY,LGA,117,366,725
DAY,DEN,162,749,906
DAY,ATL,91,415,2596
DAY,IAD,81,348,3
DBQ,ORD,56,188,1736
DCA,IAH,185,622,3980
DCA,BOS,91,344,14827
DCA,MIA,156,725,5835
DCA,FLL,148,593,4872
DCA,DTW,89,222,3379
DCA,JFK,82,322,1776
DCA,MSP,147,390,3287
DCA,CLT,84,400,4879
DCA,DAL,176,548,4892
DCA,PHX,276,1331,1916
DCA,ATL,106,314,12683
DCA,DEN,215,1048,2609
DCA,BNA,99,263,1912
DCA,DFW,185,835,6176
DCA,ORD,117,517,11421
DCA,PBI,145,477,1920
DCA,SEA,318,1184,1311
DCA,SJU,225,805,661
DCA,LAS,286,1228,647
DCA,MKE,111,300,1883
DCA,CLE,78,383,2710
DCA,HOU,183,875,2427
DCA,STL,117,513,1901
DCA,CHS,90,299,1278
DCA,SLC,256,936,1252
DCA,EWR,73,234,2761
DCA,PHL,58,273,205
DCA,PVD,83,329,86
DCA,ACK,90,322,79
DCA,HSV,114,392,46
DCA,RDU,68,302,55
DCA,SYR,74,198,62
DCA,PNS,133,352,17
DCA,SDF,100,285,4
DCA,GSP,84,418,6
DCA,PWM,93,259,83
DCA,HPN,69,287,6
DEN,ATL,181,649,9988
DEN,MIA,245,1004,2662
DEN,DFW,119,467,11954
DEN,LAX,140,375,11320
DEN,PHX,106,326,14289
DEN,IAH,142,600,9223
DEN,DTW,173,748,5324
DEN,MCO,221,580,5726
DEN,CAK,176,677,539
DEN,LGA,238,1134,6391
DEN,GJT,61,237,899
DEN,PUB,48,140,508
DEN,SAT,127,490,3409
DEN,STL,125,421,3674
DEN,BIL,88,305,2188
DEN,CLT,203,602,3767
DEN,CLE,179,707,2586
DEN,JMS,109,396,777
DEN,LFT,162,661,340
DEN,TUL,100,335,2904
DEN,HSV,171,688,307
DEN,CVG,168,577,1827
DEN,BHM,168,570,657
DEN,JFK,244,1023,1613
DEN,SGU,100,332,1162
DEN,SUN,108,415,214
DEN,EGE,58,253,12
DEN,ANC,315,1557,819
DEN,HNL,416,1421,657
DEN,OGG,417,1166,335
DEN,KOA,419,1338,169
DEN,LIH,430,1470,82
DEN,CID,122,421,1463
DEN,OKC,93,233,3483
DEN,PHF,211,813,5
DEN,RKS,68,247,1226
DEN,MAF,107,492,2103
DEN,ICT,87,302,1696
DEN,BMI,136,553,6
DEN,ABQ,75,213,3202
DEN,PBI,237,923,147
DEN,MDT,213,796,4
DEN,GSO,198,592,265
DEN,MMH,134,553,18
DEN,DRO,68,272,1114
DEN,ALB,221,1021,18
DEN,OTH,162,480,53
DFW,MIA,176,809,7230
DFW,ATL,131,545,13892
DFW,MCO,160,559,7492
DFW,LGA,217,919,8661
DFW,OAK,207,567,657
DFW,FLL,175,679,5310
DFW,ORD,142,529,15104
DFW,IAH,69,276,7741
DFW,BNA,111,325,5334
DFW,SJC,213,541,2958
DFW,HDN,134,649,265
DFW,LBB,70,238,1338
DFW,HSV,116,311,546
DFW,GUC,123,550,243
DFW,MOB,107,343,1846
DFW,GGG,55,264,1229
DFW,ROW,90,392,1831
DFW,OGG,460,1434,990
DFW,HNL,476,1620,1375
DFW,EGE,131,412,840
DFW,GCK,86,394,1272
DFW,CRW,157,456,277
DFW,LCH,76,247,1497
DFW,DRO,120,463,1560
DFW,EVV,121,480,697
DFW,BMI,125,394,1253
DFW,AMA,72,280,2240
DFW,GSP,151,609,920
DFW,CHA,127,392,1232
DFW,MGM,117,383,1858
DFW,PIA,123,502,1794
DFW,JLN,80,297,1269
DFW,SAF,104,460,1868
DFW,TXK,58,145,1833
DFW,GPT,101,426,1786
DFW,SPS,49,145,2340
DFW,SJT,60,266,3103
DFW,SDF,126,628,578
DFW,MAF,73,308,2154
DFW,MTJ,126,387,182
DFW,MYR,161,713,122
DFW,ANC,387,1069,236
DHN,ATL,57,233,2485
DIK,DEN,100,321,655
DLH,ORD,97,359,2112
DLH,MSP,55,240,1213
DRO,PHX,81,270,1360
DSM,DFW,114,495,1640
DSM,MDW,69,201,1258
DSM,DEN,108,402,2097
DSM,LAS,172,853,662
DSM,SLC,154,577,149
DSM,LGA,186,494,2
DTW,MIA,182,847,2388
DTW,ATL,113,511,9658
DTW,FLL,174,530,5234
DTW,IAH,173,714,3858
DTW,DFW,162,653,5177
DTW,PBI,171,584,722
DTW,JFK,118,555,575
DTW,CLT,105,514,6128
DTW,MCO,154,661,5245
DTW,APN,64,204,1095
DTW,SRQ,163,571,150
DTW,LAN,47,173,857
DTW,EWR,107,457,4155
DTW,MSY,148,489,1945
DTW,BTV,107,376,1033
DTW,TUL,136,495,444
DTW,GRR,52,132,2726
DTW,BHM,118,406,1158
DTW,BUF,66,215,1618
DTW,AVP,89,303,931
DTW,MDT,84,371,1038
DTW,GRB,73,266,1295
DTW,GSO,97,435,803
DTW,LEX,75,287,977
DTW,DSM,110,302,399
DTW,PVD,112,489,1577
DTW,PDX,261,682,446
DTW,CAK,55,256,377
DTW,CID,95,418,1401
DTW,TTN,96,440,430
DTW,ORF,107,494,1169
DTW,FWA,55,256,1941
DTW,TVC,62,251,1505
DTW,MBS,50,211,864
DTW,LIT,123,518,547
DTW,ELM,76,342,2824
DTW,SAV,124,372,332
DTW,MLI,89,347,413
DTW,SJU,286,1362,50
DTW,ATW,77,211,954
DTW,MHT,112,340,745
DTW,CMH,59,185,313
DTW,ROC,73,289,597
DTW,HPN,108,425,262
DTW,ERI,62,235,196
DTW,HSV,110,330,178
DTW,DAY,63,190,793
DTW,PWM,116,394,1016
DTW,MEM,111,549,842
DTW,ALB,96,402,985
DTW,SYR,82,223,511
DTW,BGM,83,365,517
DTW,RST,100,364,15
DTW,MYR,112,401,764
DTW,BMI,78,350,272
DTW,SWF,100,414,38
DTW,BGR,125,392,621
DTW,TYS,94,427,132
DTW,ITH,87,298,61
DTW,CHS,122,322,562
DTW,ACY,96,373,290
DTW,DAL,154,521,226
DTW,CRW,80,365,2
DTW,MQT,89,382,35
DVL,DEN,118,404,220
EAU,ORD,76,215,1270
ECP,BNA,74,327,1178
ECP,BWI,127,321,416
ECP,STL,101,491,327
EGE,JFK,267,1146,210
EGE,SLC,77,227,3
EKO,SLC,55,213,1035
ELM,ORD,112,314,1161
ELP,DFW,102,496,2660
ELP,DEN,110,466,1770
ELP,AUS,89,326,1713
ELP,DAL,97,368,2528
ELP,IAH,119,491,3088
ELP,LAS,98,327,1301
ERI,ORD,90,396,1219
ESC,DTW,75,327,1105
EUG,DEN,161,468,1234
EUG,SFO,93,362,3626
EUG,SLC,108,305,1244
EUG,LAX,132,338,1013
EUG,BOI,80,331,2
EVV,DTW,83,413,1528
EVV,ORD,77,256,3300
EWN,ATL,88,337,1129
EWR,MIA,177,622,5309
EWR,FLL,173,605,6732
EWR,CLT,111,364,8014
EWR,IAH,213,841,6427
EWR,PHX,293,956,4132
EWR,DFW,213,841,4931
EWR,ATL,134,501,9964
EWR,DEN,233,718,5138
EWR,MDW,127,354,3394
EWR,DAY,112,391,1416
EWR,RDU,97,329,1695
EWR,SYR,72,322,971
EWR,CMH,106,478,1710
EWR,JAC,269,1202,80
EWR,HNL,609,2164,648
EWR,STT,249,1210,469
EWR,BNA,136,355,3589
EWR,IAD,75,191,1365
EWR,IND,126,591,2359
EWR,EGE,255,959,212
EWR,HOU,210,997,1675
EWR,PVD,66,327,702
EWR,AVL,113,446,321
EWR,CVG,120,444,2801
EWR,XNA,188,726,420
EWR,MSN,139,389,607
EWR,GRR,116,419,777
EWR,SBN,122,339,610
EWR,DSM,169,690,378
EWR,BDL,57,217,879
EWR,BWI,66,176,466
EWR,ALB,63,239,323
EWR,HDN,250,627,34
EWR,BZN,269,919,94
EWR,MTJ,260,718,43
EWR,PWM,83,231,1178
EWR,BTV,77,314,1038
EWR,PIT,86,261,806
EWR,AVP,49,187,103
EWR,MHT,74,287,1344
EWR,SRQ,171,714,195
EWR,OKC,211,656,295
EWR,MYR,116,532,16
EWR,TVC,123,497,52
EWR,ANC,439,1715,14
EWR,PHL,61,259,2
EYW,ATL,112,332,2816
FAI,SEA,214,735,2622
FAI,ANC,60,221,996
FAR,ORD,114,507,4051
FAR,DEN,116,296,2418
FAR,DFW,158,594,707
FAT,LAX,69,228,3675
FAT,SEA,125,594,1750
FAT,SFO,57,231,2014
FAT,DEN,141,604,1994
FAT,PHX,101,395,935
FAT,SLC,99,453,1710
FAT,DFW,198,877,1208
FAT,SAN,70,281,388
FCA,DEN,133,456,1521
FCA,MSO,54,141,1
FLL,BDL,178,811,1860
FLL,LGA,176,621,10314
FLL,JFK,175,653,8648
FLL,IAH,153,489,3679
FLL,CLT,116,504,4828
FLL,LAS,291,1006,2055
FLL,ATL,108,407,14752
FLL,MCO,59,224,1331
FLL,JAX,73,329,1447
FLL,DEN,239,1058,2405
FLL,HOU,147,614,1353
FLL,BNA,129,546,1537
FLL,MSY,111,530,1848
FLL,PHX,275,714,1342
FLL,IND,156,592,609
FLL,SWF,180,792,661
FLL,STT,164,410,612
FLL,LBE,154,545,544
FLL,ORH,181,554,634
FLL,BQN,145,697,324
FLL,CHS,94,302,86
FNT,ORD,66,207,3539
FNT,BWI,88,439,1048
FSD,ORD,100,365,3898
FSD,DEN,96,332,2594
FSD,DFW,131,348,664
FSM,DFW,64,303,2491
FSM,ATL,108,485,1330
FWA,ORD,58,240,4292
FWA,DFW,146,436,1253
FWA,ATL,104,406,2139
GCC,RKS,65,290,51
GCC,DEN,76,200,1253
GEG,SEA,63,280,6311
GEG,DEN,131,348,2651
GEG,PHX,153,618,1838
GEG,MSP,172,497,1536
GEG,SLC,99,399,2396
GEG,OAK,115,420,1274
GEG,MDW,212,1034,124
GFK,MSP,75,196,1427
GJT,PHX,98,251,1974
GJT,DFW,132,347,1649
GNV,MIA,69,294,1141
GNV,ATL,74,213,4137
GPT,IAH,83,387,2452
GPT,ATL,77,373,2804
GRB,ORD,60,280,5261
GRB,ATL,130,517,797
GRI,DFW,106,329,1218
GRK,DFW,51,180,5003
GRR,DEN,158,666,1455
GRR,ORD,56,271,5559
GRR,STL,74,302,642
GRR,MSP,84,231,2194
GRR,ATL,111,346,2569
GRR,DFW,156,742,1453
GRR,MCO,156,763,607
GRR,BWI,97,324,1267
GRR,CVG,69,248,337
GRR,TPA,156,762,318
GRR,RSW,172,520,199
GSO,EWR,97,482,1615
GSO,MIA,127,575,290
GSO,ATL,75,243,5301
GSO,LGA,104,358,2322
GSO,DFW,168,444,979
GSP,ATL,54,168,4901
GSP,HOU,131,481,631
GSP,EWR,117,505,1302
GSP,DTW,103,295,431
GSP,BWI,84,222,739
GTF,DEN,114,397,1514
GTF,SLC,90,443,1772
GUC,DEN,56,158,525
GUM,HNL,442,1824,662
HDN,DEN,60,163,183
HIB,MSP,60,204,1117
HLN,DEN,112,391,656
HLN,SLC,84,283,1728
HNL,ITO,53,155,9571
HNL,KOA,46,153,12707
HNL,OGG,39,147,16514
HNL,LIH,38,121,11695
HNL,LAX,335,1332,10396
HNL,SFO,312,1228,4075
HNL,PPG,334,1563,213
HOU,ATL,121,599,8022
HOU,PHX,152,616,2762
HOU,MCO,136,572,2794
HOU,MDW,146,456,4061
HOU,HRL,59,202,3059
HOU,SAT,52,249,2560
HOU,LAX,197,699,3064
HOU,DFW,71,334,3012
HOU,SNA,189,832,768
HOU,OKC,79,265,2381
HOU,PIT,168,683,658
HOU,ECP,99,331,974
HOU,CRP,49,202,2468
HOU,DEN,138,473,3499
HOU,ELP,108,356,1804
HOU,TUL,85,264,1829
HOU,PNS,87,280,660
HOU,SJU,267,747,75
HOU,RSW,133,633,35
HOU,SEA,261,844,293
HOU,LBB,89,413,13
HPN,PBI,165,563,2021
HPN,ORD,138,521,3343
HPN,RSW,172,502,645
HPN,FLL,175,695,1307
HPN,TPA,165,486,647
HRL,IAH,71,228,2344
HSV,ATL,54,233,4886
HSV,ORD,109,434,1156
HYS,DEN,71,295,1118
IAD,IAH,183,736,2658
IAD,MSP,146,571,1163
IAD,DFW,181,718,2585
IAD,JFK,76,337,1822
IAD,CVG,82,219,147
IAD,MIA,158,499,1603
IAD,DEN,209,801,6188
IAD,TPA,132,345,1962
IAD,SJU,224,949,337
IAD,LAS,282,1360,2327
IAD,MCO,130,382,3282
IAD,GSO,68,248,120
